Time(ms),X(mG),Y(mG),Z(mG),Classification
,-1576,1160,1600,Jumping Jacks
,-1776,1056,2504,Jumping Jacks
,-1976,912,2768,Jumping Jacks
,-2040,1016,2304,Jumping Jacks
,-2016,952,1552,Jumping Jacks
,-1824,912,736,Jumping Jacks
,-1816,416,-1600,Jumping Jacks
,-2416,-888,-3048,Jumping Jacks
,-2536,-2224,-3264,Jumping Jacks
,-2696,-2232,-2200,Jumping Jacks
,-3272,-1176,352,Jumping Jacks
,-3680,592,3024,Jumping Jacks
,-3656,1448,3976,Jumping Jacks
,-3272,1360,3544,Jumping Jacks
,-2760,1000,2888,Jumping Jacks
,-1976,416,2664,Jumping Jacks
,-1248,728,2824,Jumping Jacks
,-304,1648,3336,Jumping Jacks
,-456,2536,4080,Jumping Jacks
,-984,2912,4080,Jumping Jacks
,-1440,2680,4080,Jumping Jacks
,-1352,2168,2656,Jumping Jacks
,-1312,1704,1936,Jumping Jacks
,-1528,1264,2016,Jumping Jacks
,-1832,928,2440,Jumping Jacks
,-2064,888,2584,Jumping Jacks
,-2312,864,2464,Jumping Jacks
,-2320,760,2040,Jumping Jacks
,-2072,536,176,Jumping Jacks
,-3072,-864,-1800,Jumping Jacks
,-3552,-2152,-3376,Jumping Jacks
,-3424,-2464,-3224,Jumping Jacks
,-3752,-1608,-152,Jumping Jacks
,-3912,-32,2960,Jumping Jacks
,-4000,960,4080,Jumping Jacks
,-3968,1216,4080,Jumping Jacks
,-3568,1000,3888,Jumping Jacks
,-2920,896,3280,Jumping Jacks
,-1144,640,3128,Jumping Jacks
,168,1480,4080,Jumping Jacks
,-184,2376,4080,Jumping Jacks
,-1016,2704,4080,Jumping Jacks
,-1448,2296,4080,Jumping Jacks
,-1408,1816,2776,Jumping Jacks
,-1424,1344,2168,Jumping Jacks
,-1776,944,2336,Jumping Jacks
,-2296,920,3320,Jumping Jacks
,-2608,1080,3096,Jumping Jacks
,-2648,1144,2272,Jumping Jacks
,-2392,1080,1152,Jumping Jacks
,-2224,968,-712,Jumping Jacks
,-2520,16,-3200,Jumping Jacks
,-3040,-1280,-3800,Jumping Jacks
,-2872,-2136,-3064,Jumping Jacks
,-3192,-1704,-520,Jumping Jacks
,-3632,-24,2312,Jumping Jacks
,-3856,1048,3672,Jumping Jacks
,-3464,1256,3480,Jumping Jacks
,-2936,944,3104,Jumping Jacks
,-2424,1096,2736,Jumping Jacks
,-1352,656,2880,Jumping Jacks
,-488,1096,3528,Jumping Jacks
,-96,1984,4080,Jumping Jacks
,-504,2720,4080,Jumping Jacks
,-1200,2312,4080,Jumping Jacks
,-1392,1840,3544,Jumping Jacks
,-1288,1336,2512,Jumping Jacks
,-1208,936,1952,Jumping Jacks
,-1424,640,2064,Jumping Jacks
,-1752,584,2432,Jumping Jacks
,-1936,480,2296,Jumping Jacks
,-1840,480,2000,Jumping Jacks
,-1584,504,1120,Jumping Jacks
,-1520,176,-312,Jumping Jacks
,-1880,-296,-2880,Jumping Jacks
,-2360,-1008,-3768,Jumping Jacks
,-2736,-1824,-2688,Jumping Jacks
,-2856,-1648,-936,Jumping Jacks
,-3424,-632,1344,Jumping Jacks
,-3752,832,3304,Jumping Jacks
,-3912,1536,4080,Jumping Jacks
,-3568,1640,3432,Jumping Jacks
,-3096,1656,3072,Jumping Jacks
,-2200,1768,3088,Jumping Jacks
,-496,1824,3688,Jumping Jacks
,864,2528,4080,Jumping Jacks
,192,3016,4080,Jumping Jacks
,-1272,2560,4080,Jumping Jacks
,-1656,1848,3840,Jumping Jacks
,-1616,1456,2576,Jumping Jacks
,-1568,1256,1872,Jumping Jacks
,-1872,1168,2032,Jumping Jacks
,-2280,1200,2456,Jumping Jacks
,-2488,1080,2328,Jumping Jacks
,-2408,928,1840,Jumping Jacks
,-1992,768,328,Jumping Jacks
,-1752,392,-1504,Jumping Jacks
,-1952,-192,-2920,Jumping Jacks
,-2248,-824,-3880,Jumping Jacks
,-2280,-1344,-3088,Jumping Jacks
,-2528,-1080,-1448,Jumping Jacks
,-3120,-144,1240,Jumping Jacks
,-3480,624,2832,Jumping Jacks
,-3384,792,3536,Jumping Jacks
,-3024,496,3368,Jumping Jacks
,-2592,136,3064,Jumping Jacks
,-1832,0,3112,Jumping Jacks
,-760,368,3416,Jumping Jacks
,128,1008,4080,Jumping Jacks
,56,1520,4080,Jumping Jacks
,-440,1216,4080,Jumping Jacks
,-784,1032,4080,Jumping Jacks
,-904,816,2688,Jumping Jacks
,-1120,600,1880,Jumping Jacks
,-1496,400,1832,Jumping Jacks
,-1848,328,2336,Jumping Jacks
,-1984,400,2376,Jumping Jacks
,-2104,544,1792,Jumping Jacks
,-1904,480,560,Jumping Jacks
,-1616,-88,-400,Jumping Jacks
,-1752,-1448,-1544,Jumping Jacks
,-1976,-2384,-2504,Jumping Jacks
,-2056,-2912,-1824,Jumping Jacks
,-2528,-2080,-384,Jumping Jacks
,-3264,-408,1136,Jumping Jacks
,-3528,736,3256,Jumping Jacks
,-3152,1064,3208,Jumping Jacks
,-2800,904,3160,Jumping Jacks
,-2472,856,2768,Jumping Jacks
,-1856,848,2688,Jumping Jacks
,-536,1040,2744,Jumping Jacks
,600,1984,3840,Jumping Jacks
,96,3032,4080,Jumping Jacks
,-1016,3064,4080,Jumping Jacks
,-1528,2592,3624,Jumping Jacks
,-1528,1944,2488,Jumping Jacks
,-1360,1512,1656,Jumping Jacks
,-1376,1120,1632,Jumping Jacks
,-1560,872,1760,Jumping Jacks
,-1688,800,1880,Jumping Jacks
,-1752,808,1840,Jumping Jacks
