Time(ms),X(mG),Y(mG),Z(mG),Classification
1.43794E+12,1968,952,-464,Jumping Jacks
1.43794E+12,1584,880,-1536,Jumping Jacks
1.43794E+12,1488,928,-1328,Jumping Jacks
1.43794E+12,2440,1184,-3480,Jumping Jacks
1.43794E+12,3256,920,-4080,Jumping Jacks
1.43794E+12,3672,1216,-3512,Jumping Jacks
1.43794E+12,3472,960,-2048,Jumping Jacks
1.43794E+12,2488,912,-1296,Jumping Jacks
1.43794E+12,1912,808,-1016,Jumping Jacks
1.43794E+12,1960,792,-552,Jumping Jacks
1.43794E+12,2080,944,-384,Jumping Jacks
1.43794E+12,2448,992,-48,Jumping Jacks
1.43794E+12,2336,1368,320,Jumping Jacks
1.43794E+12,2456,1488,512,Jumping Jacks
1.43794E+12,2328,944,512,Jumping Jacks
1.43794E+12,1952,320,1168,Jumping Jacks
1.43794E+12,1192,-1112,368,Jumping Jacks
1.43794E+12,616,-2592,696,Jumping Jacks
1.43794E+12,264,-3312,600,Jumping Jacks
1.43794E+12,456,-2944,824,Jumping Jacks
1.43794E+12,1024,-1592,-184,Jumping Jacks
1.43794E+12,1928,-488,-24,Jumping Jacks
1.43794E+12,2280,472,168,Jumping Jacks
1.43794E+12,2328,856,72,Jumping Jacks
1.43794E+12,2192,1032,96,Jumping Jacks
1.43794E+12,1880,960,24,Jumping Jacks
1.43794E+12,1648,960,88,Jumping Jacks
1.43794E+12,1760,624,352,Jumping Jacks
1.43794E+12,1680,1576,496,Jumping Jacks
1.43794E+12,2048,1464,-1192,Jumping Jacks
1.43794E+12,3064,2760,-1232,Jumping Jacks
1.43794E+12,3528,3416,-3704,Jumping Jacks
1.43794E+12,3456,3336,-1328,Jumping Jacks
1.43794E+12,2736,2696,-544,Jumping Jacks
1.43794E+12,2088,1984,-480,Jumping Jacks
1.43794E+12,1928,1656,248,Jumping Jacks
1.43794E+12,2072,1328,488,Jumping Jacks
1.43794E+12,2160,1320,504,Jumping Jacks
1.43794E+12,2312,1296,712,Jumping Jacks
1.43794E+12,2552,1432,496,Jumping Jacks
1.43794E+12,2600,1216,320,Jumping Jacks
1.43794E+12,2544,1168,360,Jumping Jacks
1.43794E+12,2072,-248,1024,Jumping Jacks
1.43794E+12,1128,-2008,840,Jumping Jacks
1.43794E+12,448,-3040,1720,Jumping Jacks
1.43794E+12,280,-3552,1448,Jumping Jacks
1.43794E+12,696,-2384,840,Jumping Jacks
1.43794E+12,1464,-1096,-176,Jumping Jacks
1.43794E+12,2360,-104,-248,Jumping Jacks
1.43794E+12,2744,496,-568,Jumping Jacks
1.43794E+12,2656,672,-720,Jumping Jacks
1.43794E+12,2520,736,-408,Jumping Jacks
1.43794E+12,2336,984,-512,Jumping Jacks
1.43794E+12,1984,944,-832,Jumping Jacks
1.43794E+12,1664,1064,-528,Jumping Jacks
1.43794E+12,1568,1304,-2112,Jumping Jacks
1.43794E+12,1664,1104,-2920,Jumping Jacks
1.43794E+12,2376,-1152,-4080,Jumping Jacks
1.43794E+12,3136,352,-3016,Jumping Jacks
1.43794E+12,3584,-200,-3016,Jumping Jacks
1.43794E+12,3176,56,-2120,Jumping Jacks
1.43794E+12,2240,504,-968,Jumping Jacks
1.43794E+12,1760,696,-568,Jumping Jacks
1.43794E+12,1656,864,-720,Jumping Jacks
1.43794E+12,1632,888,-472,Jumping Jacks
1.43794E+12,1680,1184,-352,Jumping Jacks
1.43794E+12,2104,1440,-1112,Jumping Jacks
